legacy_id,title,old_handle,new_handle,seo_title_updated,seo_description_updated,handle_updated,redirect_created,success,error
10199904846157,Rożek niemowlęcy - standard 80x80 cm - (na rzep) - bawełna 100%- DLA DZIEWCZYNKI,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-dla-dziewczynki,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-dla-dziewczynki,True,True,False,False,True,
10199906484557,Rożek niemowlęcy - standard 80x80 cm - (na rzep) - bawełna 100%- DLA CHŁOPCA,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-dla-chlopca,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-dla-chlopca,True,True,False,False,True,
10199908843853,Rożek niemowlęcy - standard 80x80 cm - (na rzep) - bawełna 100% - SZARY W GWIAZDKI,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-szary-w-gwiazdki,rozek-niemowlecy-standard-80x80-cm-na-rzep-bawelna-100-szary-w-gwiazdki,True,True,False,False,True,
10288718348621,AKUKU A0458 -  Zestaw manicure - różowy,akuku-a0458-zestaw-manicure-rozowy,akuku-a0458-zestaw-manicure-rozowy,True,True,False,False,True,
10288796369229,SZAMPON z keratyną  - Kozie Mleko - Ziaja - 400ml,szampon-z-keratyna-kozie-mleko-ziaja-400ml,szampon-z-keratyna-kozie-mleko-ziaja-400ml,True,True,False,False,True,
10288931995981,ODŻYWKA  z keratyną (kondycjonująca) - Kozie Mleko - Ziaja - (200 ml),odzywka-z-keratyna-kondycjonujaca-kozie-mleko-ziaja-200-ml,odzywka-z-keratyna-kondycjonujaca-kozie-mleko-ziaja-200-ml,True,True,False,False,True,
10289048846669,B.O.721/03 - Szczotka do butelek i smoczków - z mini szczoteczką - SZARA,b-o-721-03-szczotka-do-butelek-i-smoczkow-z-mini-szczoteczka-szara,b-o-721-03-szczotka-do-butelek-i-smoczkow-z-mini-szczoteczka-szara,True,True,False,False,True,
10309708841293,AKUKU A0684 -  Butelka do podmywania - Peri - (350 ml),akuku-a0684-butelka-do-podmywania-peri-350-ml,akuku-a0684-butelka-do-podmywania-peri-350-ml,True,True,False,False,True,
10309720801613,AKUKU A0399 - Kolektor na mleko - (ręczny),akuku-a0399-kolektor-na-mleko,akuku-a0399-kolektor-na-mleko,True,True,False,False,True,
10309722571085,AKUKU A0306 - Laktator ręczny,akuku-a0306-laktator-reczny,akuku-a0306-laktator-reczny,True,True,False,False,True,
10309730599245,CANPOL 12/216 - Laktator - RĘCZNY - Basic light,canpol-12-216-laktator-reczny-basic-light,canpol-12-216-laktator-reczny-basic-light,True,True,False,False,True,
10309754159437,WYPRAWKA TORBA DLA NOWORODKA/MAMY DO SZPITALA + ROŻEK + GRATIS-N,wyprawka-torba-dla-noworodkamamy-do-szpitala-rozek-gratis-n,wyprawka-torba-dla-noworodkamamy-do-szpitala-rozek-gratis-n,True,True,False,False,True,
10309759500621,WYPRAWKA TORBA DLA NOWORODKA/MAMY DO SZPITALA + ROŻEK + GRATIS-R,wyprawka-torba-dla-noworodkamamy-do-szpitala-rozek-gratis-r,wyprawka-torba-dla-noworodkamamy-do-szpitala-rozek-gratis-r,True,True,False,False,True,
10309760876877,TORBA WYPRAWKA dla noworodka i mamy do szpitala - DUŻY ZESTAW+RĘCZNIK,torba-wyprawka-dla-noworodka-i-mamy-do-szpitala-duzy-zestawrecznik,torba-wyprawka-dla-noworodka-i-mamy-do-szpitala-duzy-zestawrecznik,True,True,False,False,True,
10309761466701,Wyprawka TORBA dla noworodka i mamy do szpitala – NAJWAŻNIEJSZE +GRATIS-N,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-najwazniejsze-gratis-n,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-najwazniejsze-gratis-n,True,True,False,False,True,
10309762318669,Wyprawka TORBA dla noworodka i mamy do szpitala – NAJWAŻNIEJSZE +GRATIS-R,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-najwazniejsze-gratis-r,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-najwazniejsze-gratis-r,True,True,False,False,True,
10309763432781,Wyprawka TORBA dla noworodka i mamy do szpitala – DUŻY ZESTAW + GRATIS-N,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-duzy-zestaw-gratis-n,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-duzy-zestaw-gratis-n,True,True,False,False,True,
10309764022605,Wyprawka TORBA dla noworodka i mamy do szpitala – DUŻY ZESTAW + GRATIS-R,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-duzy-zestaw-gratis-r,wyprawka-torba-dla-noworodka-i-mamy-do-szpitala-duzy-zestaw-gratis-r,True,True,False,False,True,
10309767299405,Wyprawka do szpitala dla mamy i noworodka – DUŻY ZESTAW + PIKOWANA TORBA,wyprawka-do-szpitala-dla-mamy-i-noworodka-duzy-zestaw-pikowana-torba,wyprawka-do-szpitala-dla-mamy-i-noworodka-duzy-zestaw-pikowana-torba,True,True,False,False,True,
10336386154829,CANPOL 34/920 - Smoczek silikonowy - SYMETRYCZNY - (0-6m) - Panda,canpol-34-920-smoczek-silikonowy-symetryczny-0-6m-panda,canpol-34-920-smoczek-silikonowy-symetryczny-0-6m-panda,True,True,False,False,True,
10336392118605,CANPOL 34/924 Smoczek uspokajający silikonowy - SYMETRYCZNY- (0-6 m) - Animals -(niebieski),canpol-34-924-smoczek-uspokajajacy-silikonowy-symetryczny-0-6-m-animals-niebieski,canpol-34-924-smoczek-uspokajajacy-silikonowy-symetryczny-0-6-m-animals-niebieski,True,True,False,False,True,
10336435568973,CANPOL 34/922 - Smoczek silikonowy - (18+m) - SYMETRYCZNY - EXOTIC Koala,canpol-34-922-smoczek-silikonowy-18-m-symetryczny-exotic-koala,canpol-34-922-smoczek-silikonowy-18-m-symetryczny-exotic-koala,True,True,False,False,True,
10379212816717,B.O.777/03 - Termometr do wody - TAKE CARE - różowy,b-o-777-03-termometr-do-wody-take-care-rozowy,b-o-777-03-termometr-do-wody-take-care-rozowy,True,True,False,False,True,
10379231297869,B.O. 1576 - Edukacyjna mata piankowa XPE - (150x200cm),b-o-1576-edukacyjna-mata-piankowa-xpe-150x200cm,b-o-1576-edukacyjna-mata-piankowa-xpe-150x200cm,True,True,False,False,True,
10379240636749,CANPOL 22/581 - Smoczek silikonowy - (6-18m) - SYMETRYCZNY - beżowy,canpol-22-581-smoczek-silikonowy-6-18m-symetryczny-bezowy,canpol-22-581-smoczek-silikonowy-6-18m-symetryczny-bezowy,True,True,False,False,True,
10379281727821,AKUKU A0683K - Kompres - ŻELOWY - do okolic intymnych,akuku-a0683k-kompres-zelowy-do-okolic-intymnych,akuku-a0683k-kompres-zelowy-do-okolic-intymnych,True,True,False,False,True,
10379288805709,AKUKU A0710 - Bezpieczne PATYCZKI do uszu dla niemowląt - (60 szt.),akuku-a0710-bezpieczne-patyczki-do-uszu-dla-niemowlat-60-szt,akuku-a0710-bezpieczne-patyczki-do-uszu-dla-niemowlat-60-szt,True,True,False,False,True,
10379295195469,CANPOL 1/500 - Ekologiczny PŁYN do mycia smoczków i butelek - (500 ml),canpol-1-500-ekologiczny-plyn-do-mycia-smoczkow-i-butelek-500-ml,canpol-1-500-ekologiczny-plyn-do-mycia-smoczkow-i-butelek-500-ml,True,True,False,False,True,
10379298603341,CANPOL 2/118 - Gruszka do nosa,canpol-2-118-gruszka-do-nosa,canpol-2-118-gruszka-do-nosa,True,True,False,False,True,
10389331476813,Rożek niemowlęcy - standard 80x80 cm - BECIK OTULACZ DWUSTRONNY - bawełna,rozek-niemowlecy-standard-80x80-cm-becik-otulacz-dwustronny-bawelna,rozek-niemowlecy-standard-80x80-cm-becik-otulacz-dwustronny-bawelna,True,True,False,False,True,
10389338358093,Skarpetki niemowlęce - z misiami - (0–3 m),skarpetki-niemowlece-z-misiami-0-3-m,skarpetki-niemowlece-z-misiami-0-3-m,True,True,False,False,True,
10389398946125,"Organizer na pieluchy i akcesoria - z misiem - (37,5 × 25 × 18 cm)",organizer-na-pieluchy-i-akcesoria-z-misiem-37-5-25-18-cm,organizer-na-pieluchy-i-akcesoria-z-misiem-37-5-25-18-cm,True,True,False,False,True,
10390102278477,"Organizer na pieluchy i akcesoria - PLECIONY- 3 przegrody, uchwyty",organizer-na-pieluchy-i-akcesoria-pleciony-3-przegrody-uchwyty,organizer-na-pieluchy-i-akcesoria-pleciony-3-przegrody-uchwyty,True,True,False,False,True,
10485662679373,CANPOL 34/920 - Smoczek silikonowy - (0+m) - SYMETRYCZNY - EXOTIC Koala,canpol-34-920-smoczek-silikonowy-0-m-symetryczny-exotic-koala,canpol-34-920-smoczek-silikonowy-0-m-symetryczny-exotic-koala,True,True,False,False,True,
10486342287693,CANPOL 2/424 - Szczotka + grzebień do włosów -(miękka) -  BIAŁA,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-biala,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-biala,True,True,False,False,True,
10486348611917,CANPOL 2/424 - Szczotka + grzebień do włosów -(miękka) -  NIEBIESKA,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-niebieska,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-niebieska,True,True,False,False,True,
10486351233357,CANPOL 2/424 - Szczotka + grzebień do włosów -(miękka) -  RÓŻOWA,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-rozowa,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-rozowa,True,True,False,False,True,
10486354903373,B.O.568/04 - Szczotka i grzebień do włosów - Naturalne super miękkie włosie - (RÓŻOWA ) TAKE CARE,b-o-568-04-szczotka-i-grzebien-do-wlosow-naturalne-super-miekkie-wlosie-rozowa-take-care,b-o-568-04-szczotka-i-grzebien-do-wlosow-naturalne-super-miekkie-wlosie-rozowa-take-care,True,True,False,False,True,
10486358081869,AKUKU A0473 - Zestaw do pielęgnacji -  (APPLE CASE) - SZARY,akuku-a0473-zestaw-do-pielegnacji-apple-case-szary,akuku-a0473-zestaw-do-pielegnacji-apple-case-szary,True,True,False,False,True,
10486362538317,CANPOL 9/809 - Nożyczki + cążki + pilniczek,canpol-9-809-nozyczki-cazki-pilniczek,canpol-9-809-nozyczki-cazki-pilniczek,True,True,False,False,True,
10486365815117,B.O.066 - Bezpieczne nożyczki - TAKE CARE,b-o-066-bezpieczne-nozyczki-take-care,b-o-066-bezpieczne-nozyczki-take-care,True,True,False,False,True,
10486372172109,CANPOL 2/782 - Termometr kąpielowy -  DELFIN - NIEBIESKI,canpol-2-782-termometr-kapielowy-delfin-niebieski,canpol-2-782-termometr-kapielowy-delfin-niebieski,True,True,False,False,True,
10486383182157,BIBS - Smoczek anatomiczny - (kauczuk) - (0+) - VANILLA - 1 szt,bibs-smoczek-anatomiczny-kauczuk-0-vanilla-1-szt,bibs-smoczek-anatomiczny-kauczuk-0-vanilla-1-szt,True,True,False,False,True,
10486402384205,BIBS (1001000216) - Smoczek anatomiczny - (kauczuk) - (0+) - IVORY - 1 szt,bibs-smoczek-anatomiczny-kauczuk-0-ivory-1-szt,bibs-smoczek-anatomiczny-kauczuk-0-ivory-1-szt,True,True,False,False,True,
10486417260877,B.O.777/03 - Termometr do wody - TAKE CARE - niebieski,b-o-777-03-termometr-do-wody-take-care-niebieski,b-o-777-03-termometr-do-wody-take-care-niebieski,True,True,False,False,True,
10486501441869,PIKOWANA TORBA do szpitala z haftem gałązek OLIWNYCH  - Rozmiar: L,pikowana-torba-do-szpitala-z-haftem-galazek-oliwnych-rozmiar-l,pikowana-torba-do-szpitala-z-haftem-galazek-oliwnych-rozmiar-l,True,True,False,False,True,
10486511665485,CANPOL 24/001  SMOCZEK silikonowy - SYMETRYCZNY USPAKAJAJĄCY -(0-6 m) - biały,canpol-24-001-smoczek-silikonowy-symetryczny-uspakajajacy-0-6-m-bialy,canpol-24-001-smoczek-silikonowy-symetryczny-uspakajajacy-0-6-m-bialy,True,True,False,False,True,
10489556992333,BIBS (1001000244) - Smoczek anatomiczny - (kauczuk) - (0+) - RÓŻOWY - 1 szt,bibs-1001000244-smoczek-anatomiczny-kauczuk-0-rozowy-1-szt,bibs-1001000244-smoczek-anatomiczny-kauczuk-0-rozowy-1-szt,True,True,False,False,True,
10489577210189,BIBS (1001000231) - Smoczek anatomiczny - (kauczuk) - (0+) - BABY BLUE - 1 szt,bibs-1001000231-smoczek-anatomiczny-kauczuk-0-baby-blue-1-szt,bibs-1001000231-smoczek-anatomiczny-kauczuk-0-baby-blue-1-szt,True,True,False,False,True,
10489610076493,BIBS (1001000250) - Smoczek anatomiczny - (kauczuk) - (0+) - SZAŁWIA - 1 szt,bibs-1001000250-smoczek-anatomiczny-kauczuk-0-szalwia-1-szt,bibs-1001000250-smoczek-anatomiczny-kauczuk-0-szalwia-1-szt,True,True,False,False,True,
10489639960909,BIBS BOHEME(2101000267) - Smoczek uspokajający (kauczuk) - (0+) - FIOLET - 1 szt,bibs-2101000267-smoczek-uspokajajacy-boheme-kauczuk-0-fiolet-1-szt,bibs-2101000267-smoczek-uspokajajacy-boheme-kauczuk-0-fiolet-1-szt,True,True,False,False,True,
10489715360077,BIBS  Supreme (160336) - Smoczek uspokajający - (SILIKON) - (0+) - Vanilla /Dark Oak - 2 szt,bibs-supreme-160336-smoczek-uspokajajacy-silikon-0-vanilla-dark-oak-2-szt,bibs-supreme-160336-smoczek-uspokajajacy-silikon-0-vanilla-dark-oak-2-szt,True,True,False,False,True,
10497078624589,AKUKU A0534 - Kompresy żelowe na piersi - (2 szt),akuku-a0534-kompresy-zelowe-na-piersi-2-szt,akuku-a0534-kompresy-zelowe-na-piersi-2-szt,True,True,False,False,True,
10497132396877,B.O.585/11 - Biustonosz do karmienia -  BIAŁY,b-o-585-11-biustonosz-do-karmienia-d70-75-bialy,b-o-585-11-biustonosz-do-karmienia-d70-75-bialy,True,True,False,False,True,
10497138098509,B.O.1479/03 - Kocyk Bambusowy - Dzianina  - (beżowy),b-o-1479-01-kocyk-bambusowy-dzianina-bezowy,b-o-1479-01-kocyk-bambusowy-dzianina-bezowy,True,True,False,False,True,
10497141277005,BAMBINO 3w1 - Chusteczki emolientowe hipoalergiczne - dla niemowląt dzieci - (57 szt.),bambino-3w1-chusteczki-emolientowe-hipoalergiczne-dla-niemowlat-dzieci-57-szt,bambino-3w1-chusteczki-emolientowe-hipoalergiczne-dla-niemowlat-dzieci-57-szt,True,True,False,False,True,
10497155825997,Chicco - TERMOMETR elektroniczny - DIGI BABY - (mix kolorów),chicco-termometr-elektroniczny-digi-baby-mix-kolorow,chicco-termometr-elektroniczny-digi-baby-mix-kolorow,True,True,False,False,True,
10497183809869,TCB.9504 - Koszula do karmienia - (GREY) - Doctor Nap,tcb-9504-koszula-do-karmienia-xl-grey-doctor-nap,tcb-9504-koszula-do-karmienia-xl-grey-doctor-nap,True,True,False,False,True,
10497186496845,TCB.9505 - Koszula do karmienia - L - (GRAPHITE) - Doctor Nap,tcb-9505-koszula-do-karmienia-l-graphite-doctor-nap,tcb-9505-koszula-do-karmienia-l-graphite-doctor-nap,True,True,False,False,True,
10497188561229,TCB.9505 - Koszula do karmienia - XXL - (PINK) - Doctor Nap,tcb-9505-koszula-do-karmienia-xxl-pink-doctor-nap,tcb-9505-koszula-do-karmienia-xxl-pink-doctor-nap,True,True,False,False,True,
10517866021197,Torba do szpitala dla MAMY – gotowa wyprawka ROZSZERZONA,bundle-product-14,bundle-product-14,True,True,False,False,True,
10517867528525,Torba do szpitala dla MAMY – gotowa wyprawka KOMPLETNA,bundle-product-15,bundle-product-15,True,True,False,False,True,
10517869068621,Torba do szpitala dla MAMY – gotowa wyprawka Premium,bundle-product-16,bundle-product-16,True,True,False,False,True,
10523329921357,Torba do szpitala dla MAMY i NOWORODKA – gotowa wyprawka PREMIUM,kompletny-md,kompletny-md,True,True,False,False,True,
10523339948365,Rożek niemowlęcy Teddy - standard 80x80 cm - DWUSTRONNY - bawełna,rozek-niemowlecy-teddy-standard-80x80-cm-dwustronny-bawelna,rozek-niemowlecy-teddy-standard-80x80-cm-dwustronny-bawelna,True,True,False,False,True,
10526795039053,Torba do szpitala dla MAMY – gotowa wyprawka PODSTAWOWA,bundle-product-13,bundle-product-13,True,True,False,False,True,
10530890285389,AKUKU A0418 - NOŻYCZKI - do paznokci,akuku-a0418-nozyczki-do-paznokci,akuku-a0418-nozyczki-do-paznokci,True,True,False,False,True,
10532559978829,AKUKU A0587 - Smoczek uspokajający 0-6m - RÓŻOWY,akuku-a0587-smoczek-uspokajajacy-0-6m-rozowy,akuku-a0587-smoczek-uspokajajacy-0-6m-rozowy,True,True,False,False,True,
10537302589773,LINOMAG - KREM BOBO A+E - (50ML),linomag-krem-bobo-a-e-50ml,linomag-krem-bobo-a-e-50ml,True,True,False,False,True,
10537305932109,LINOMAG - BALSAM - dla dzieci i niemowląt - (200Ml),linomag-balsam-dla-dzieci-i-niemowlat-200ml,linomag-balsam-dla-dzieci-i-niemowlat-200ml,True,True,False,False,True,
10537603203405,Torba do szpitala dla noworodka - gotowa wyprawka PREMIUM,bundle-product-21,bundle-product-21,True,True,False,False,True,
10537613033805,Torba do szpitala dla noworodka - gotowa wyprawka PODSTAWOWA,torba-do-szpitala-dla-noworodka-gotowa-wyprawka-premium,torba-do-szpitala-dla-noworodka-gotowa-wyprawka-premium,True,True,False,False,True,
10550671442253,PIKOWANA TORBA do szpitala z NIEDŹWIEDZIEM - Rozmiar: M,pikowana-torba-do-szpitala-z-niedzwiedziem-rozmiar-m,pikowana-torba-do-szpitala-z-niedzwiedziem-rozmiar-m,True,True,False,False,True,
10550679470413,PIKOWANA TORBA do szpitala z TULIPANAMI -  Rozmiar: M,pikowana-torba-do-szpitala-z-tulipanami-rozmiar-m,pikowana-torba-do-szpitala-z-tulipanami-rozmiar-m,True,True,False,False,True,
10555969110349,Klapki damskie – Brązowy,klapki-damskie-brazowy,klapki-damskie-brazowy,True,True,False,False,True,
10556118335821,CANPOL 35/245 - Butelka antykolkowa + pojemnik na mleko - (240 ml) - Goose - 3m+,canpol-35-245-butelka-antykolkowa-pojemnik-na-mleko-240-ml-goose-3m,canpol-35-245-butelka-antykolkowa-pojemnik-na-mleko-240-ml-goose-3m,True,True,False,False,True,
10556128493901,CANPOL 22/667(8) - SMOCZEK  - silikon orthodontic - SYMETRYCZNY -( 0-6m / 6-18m) - GOOSE - 2 szt.,canpol-22-667-smoczek-silikon-orthodontic-symetryczny-0-6-m-goose-2-szt,canpol-22-667-smoczek-silikon-orthodontic-symetryczny-0-6-m-goose-2-szt,True,True,False,False,True,
10556134654285,CANPOL 2/417 - Szczotka + grzebień do włosów -(miękka) -  GOOSE,canpol-2-417-szczotka-grzebien-do-wlosow-miekka-goose,canpol-2-417-szczotka-grzebien-do-wlosow-miekka-goose,True,True,False,False,True,
10556145303885,CANPOL 35/242(3) - BUTELKA antykolkowa - EasyStart MOUNTAINS BEIGE - (120ml / 240ml),canpol-35-243-butelka-antykolkowa-240-ml-beige-3m,canpol-35-243-butelka-antykolkowa-240-ml-beige-3m,True,True,False,False,True,
10556150645069,CANPOL 34/930(1) - SMOCZEK  - silikon orthodontic - SYMETRYCZNY - ( 0-6m / 6-18m) - MOUNTAINS żółte- 2 szt.,canpol-34-930-smoczek-silikon-orthodontic-symetryczny-0-6-m-mountains-zolte-2-szt,canpol-34-930-smoczek-silikon-orthodontic-symetryczny-0-6-m-mountains-zolte-2-szt,True,True,False,False,True,
10556155265357,CANPOL 1/661 -  Ręczniki bambusowe dla niemowląt i dzieci (20x20cm) - 120szt.,canpol-1-661-reczniki-bambusowe-dla-niemowlat-i-dzieci-20x20cm-120szt,canpol-1-661-reczniki-bambusowe-dla-niemowlat-i-dzieci-20x20cm-120szt,True,True,False,False,True,
10556157690189,Canpol 2/441 - ŁAŃCUSZEK - do smoczka uspokajającego - GOOSE,canpol-2-441-lancuszek-do-smoczka-uspokajajacego-goose,canpol-2-441-lancuszek-do-smoczka-uspokajajacego-goose,True,True,False,False,True,
10557085483341,"Rożek niemowlęcy - standard 75x75 cm - (MIMINU DESIGN, Żyrafki beżowo-różowa) - bawełna 100%",rozek-niemowlecy-standard-75x75-cm-miminu-design-zyrafki-bezowo-rozowa-bawelna-100,rozek-niemowlecy-standard-75x75-cm-miminu-design-zyrafki-bezowo-rozowa-bawelna-100,True,True,False,False,True,
10573409583437,B.O.1673/01 - Kocyk Bambusowy - Dzianina  - (Różowy),b-o-1673-01-kocyk-bambusowy-dzianina-rozowy,b-o-1673-01-kocyk-bambusowy-dzianina-rozowy,True,True,False,False,True,
10574439055693,B.O. 1670/01 - SMOCZEK - anatomiczny - silikon - świecący - (0m+) - 2 szt. - brąz/beż,b-o-1670-01-smoczek-anatomiczny-silikon-swiecacy-0m-2-szt-braz-bez,b-o-1670-01-smoczek-anatomiczny-silikon-swiecacy-0m-2-szt-braz-bez,True,True,False,False,True,
10578092097869,Canpol - Kolekcja GOOSE - zestaw 3m+ (4 elementów),canpol-kolekcja-goose-zestaw-3m-4-elementow,canpol-kolekcja-goose-zestaw-3m-4-elementow,True,True,False,False,True,
10578233033037,CANPOL 51/034 - TASIEMKA do smoczka (uspokajającego) - MOUNTAINS - yellow,canpol-51-034-tasiemka-do-smoczka-uspokajajacego-mountains-yellow,canpol-51-034-tasiemka-do-smoczka-uspokajajacego-mountains-yellow,True,True,False,False,True,
10578255151437,CANPOL24/201 -  BUTELKA antykolkowa - (S-Shape) - SZEROKA PP - (200 ml) - 0m+,canpol24-201-butelka-antykolkowa-s-shape-szeroka-pp-200-ml-0m,canpol24-201-butelka-antykolkowa-s-shape-szeroka-pp-200-ml-0m,True,True,False,False,True,
10578272649549,CANPOL 35/242(3) - BUTELKA antykolkowa - EasyStart MOUNTAINS - GREEN - (120ml / 240ml),canpol-35-2423-butelka-antykolkowa-easystart-mountains-green-120ml-240ml,canpol-35-2423-butelka-antykolkowa-easystart-mountains-green-120ml-240ml,True,True,False,False,True,
10578334712141,Zestaw Wyprawkowy MOUNTAINS Yellow – (4 elementów),zestaw-wyprawkowy-mountains-yellow-pielegnacja-i-karmienie,zestaw-wyprawkowy-mountains-yellow-pielegnacja-i-karmienie,True,True,False,False,True,
10585697091917,"AKUKU A1231(3,8) - RĘCZNIK kąpielowy - z kapturkiem - (80 x 80 cm)",akuku-a12313-8-recznik-kapielowy-z-kapturkiem-80-x-80-cm,akuku-a12313-8-recznik-kapielowy-z-kapturkiem-80-x-80-cm,True,True,False,False,True,
10585713443149,AKUKU A0664 - RĘCZNIK kąpielowy z kapturkiem - frotte - (100 x 100 cm),akuku-a0664-recznik-kapielowy-z-kapturkiem-frotte-100-x-100-cm,akuku-a0664-recznik-kapielowy-z-kapturkiem-frotte-100-x-100-cm,True,True,False,False,True,
10586497909069,Canpol - ZESTAW WYPRAWKOWY do szpitala - 5 produktów,canpol-zestaw-wyprawkowy-do-szpitala,canpol-zestaw-wyprawkowy-do-szpitala,True,True,False,False,True,
10587188887885,Babyono - ZESTAW WYPRAWKOWY dla mamy - 5 produktów,babyono-zestaw-wyprawkowy-dla-mamy-5-produktow,babyono-zestaw-wyprawkowy-dla-mamy-5-produktow,True,True,False,False,True,
10588661055821,Rożek niemowlęcy MUŚLINOWY - 75x75 cm - z kokardą - bawełna,rozek-niemowlecy-muslinowy-75x75-cm-z-kokarda-bawelna,rozek-niemowlecy-muslinowy-75x75-cm-z-kokarda-bawelna,True,True,False,False,True,
10597744902477,CANPOL 23/910 - SMOCZEK - SYMETRYCZNY - ( 0-2 m Mini) - 2szt.,canpol-23-910-smoczek-symetryczny-0-2-m-mini-2szt,canpol-23-910-smoczek-symetryczny-0-2-m-mini-2szt,True,True,False,False,True,
10597750341965,ALBERO MIO C015 - RĘCZNIK kąpielowy - z kapturkiem - (100 x 100 cm),albero-mio-c015-recznik-kapielowy-z-kapturkiem-100-x-100-cm,albero-mio-c015-recznik-kapielowy-z-kapturkiem-100-x-100-cm,True,True,False,False,True,
10597862244685,DUET BABY 547 - OKRYCIE KĄPIELOWE z kapturkiem + KOCYK dla niemowląt,duet-baby-547-okrycie-kapielowe-z-kapturkiem-kocyk-dla-niemowlat,duet-baby-547-okrycie-kapielowe-z-kapturkiem-kocyk-dla-niemowlat,True,True,False,False,True,
10599881245005,Rożek niemowlęcy MIX - standard 80x80 cm - DWUSTRONNY - bawełna,rozek-niemowlecy-mix-standard-80x80-cm-dwustronny-bawelna,rozek-niemowlecy-mix-standard-80x80-cm-dwustronny-bawelna,True,True,False,False,True,
10606429536589,Pieluszka muślinowa - ulewajka - 38x38 cm -  100% bawełna,pieluszka-muslinowa-ulewajka-38x38-cm-100-bawelna,pieluszka-muslinowa-ulewajka-38x38-cm-100-bawelna,True,True,False,False,True,
10606479671629,BIBS LIBERTY - Smoczek uspokajający - (2-pak) -  latex - Różowy,bibs-liberty-smoczek-uspokajajacy-2-pak-latex-rozowy,bibs-liberty-smoczek-uspokajajacy-2-pak-latex-rozowy,True,True,False,False,True,
10621282255181,Drewniany ORGANIZER dziecięcy - OH BABY - z drążkiem,drewniany-organizer-dzieciecy-oh-baby-z-drazkiem,drewniany-organizer-dzieciecy-oh-baby-z-drazkiem,True,True,False,False,True,
